Date,Open,High,Low,Close,Adj Close,Volume
28-05-2019,1141.47998,1156.48999,1138.670044,1139.560059,1139.560059,1047400
29-05-2019,1132.699951,1135,1111.949951,1119.939941,1119.939941,1811500
30-05-2019,1120.150024,1126.800049,1115.900024,1121.410034,1121.410034,904400
31-05-2019,1105.640015,1113.400024,1103.349976,1106.5,1106.5,1579100
03-06-2019,1066.930054,1067,1027.030029,1038.73999,1038.73999,4844500
04-06-2019,1044.48999,1058.439941,1036.030029,1054.48999,1054.48999,3025600
05-06-2019,1055,1056.810059,1033,1044.640015,1044.640015,2349400
06-06-2019,1046.209961,1050,1035.51001,1047.76001,1047.76001,1451000
07-06-2019,1054.280029,1073.430054,1051.150024,1068.369995,1068.369995,2191400
10-06-2019,1077,1094.839966,1075.280029,1082.76001,1082.76001,1425500
11-06-2019,1096.98999,1104.01001,1079.569946,1081.040039,1081.040039,1675400
12-06-2019,1079.949951,1082.52002,1069.599976,1079.099976,1079.099976,1183500
13-06-2019,1084.709961,1096.589966,1082.569946,1091.01001,1091.01001,1040700
14-06-2019,1089.73999,1094.76001,1081.47998,1086.300049,1086.300049,1229100
17-06-2019,1089.099976,1101.280029,1088,1093.890015,1093.890015,988500
18-06-2019,1111.5,1118.780029,1100.790039,1105.23999,1105.23999,1726300
19-06-2019,1107.23999,1109.430054,1096.030029,1104.51001,1104.51001,1335700
20-06-2019,1121.699951,1122.719971,1107,1113.199951,1113.199951,1200900
21-06-2019,1109.859985,1126.569946,1109.719971,1125.369995,1125.369995,2538700
24-06-2019,1120,1123.569946,1113.310059,1116.699951,1116.699951,1211800
25-06-2019,1115.079956,1115.699951,1084.599976,1087.579956,1087.579956,1582200
26-06-2019,1091,1095.119995,1073.689941,1080.319946,1080.319946,1734900
27-06-2019,1086.75,1088.459961,1075.849976,1076.630005,1076.630005,1203900
28-06-2019,1077.22998,1082.800049,1073.800049,1082.800049,1082.800049,1683600
01-07-2019,1101.040039,1108.589966,1095.329956,1100,1100,1459800
02-07-2019,1104.829956,1112.890015,1099.670044,1112.599976,1112.599976,1031500
03-07-2019,1118.5,1127.98999,1114.849976,1122.98999,1122.98999,1007700
05-07-2019,1119.369995,1134.650024,1117.5,1132.670044,1132.670044,1489700
08-07-2019,1125.869995,1127.209961,1111.76001,1116.790039,1116.790039,1494400
09-07-2019,1110.319946,1127.859985,1107.150024,1124.290039,1124.290039,1473600
10-07-2019,1132.319946,1142.339966,1130.660034,1140.910034,1140.910034,1535500
11-07-2019,1146.160034,1153.23999,1139.530029,1144.079956,1144.079956,1300200
12-07-2019,1142.930054,1147.5,1138.560059,1145.339966,1145.339966,1093900
15-07-2019,1145.339966,1150.680054,1140,1150.51001,1150.51001,1058200
16-07-2019,1146.72998,1158.579956,1146.72998,1153.459961,1153.459961,1267600
17-07-2019,1150.920044,1158.439941,1146.619995,1146.73999,1146.73999,976900
18-07-2019,1142,1148.170044,1132.859985,1147.23999,1147.23999,1273800
19-07-2019,1149.319946,1151.579956,1131.25,1131.550049,1131.550049,1159200
22-07-2019,1135.469971,1140.02002,1125.209961,1139.209961,1139.209961,1445700
23-07-2019,1143.449951,1148.859985,1132.849976,1148.050049,1148.050049,1032400
24-07-2019,1132.619995,1145.459961,1128.51001,1139.72998,1139.72998,1359600
25-07-2019,1138.949951,1143.589966,1123.709961,1135.939941,1135.939941,2738100
26-07-2019,1228,1268.390015,1228,1245.219971,1245.219971,6060800
29-07-2019,1242.5,1248.98999,1230.199951,1241.839966,1241.839966,2069100
30-07-2019,1227,1236.910034,1225.319946,1228,1228,1430800
31-07-2019,1224.869995,1234.910034,1208.180054,1218.199951,1218.199951,1998000
01-08-2019,1217.630005,1236.300049,1207,1211.780029,1211.780029,1771300
02-08-2019,1203,1209.5,1190,1196.319946,1196.319946,1745500
05-08-2019,1172.969971,1176.880005,1142.75,1154.75,1154.75,2392000
06-08-2019,1165.52002,1181.400024,1161.530029,1171.079956,1171.079956,1800700
07-08-2019,1157.800049,1179.869995,1150.839966,1175.910034,1175.910034,1534300
08-08-2019,1186.430054,1206.280029,1174,1206.189941,1206.189941,1505800
09-08-2019,1199.98999,1204.459961,1184.890015,1188.900024,1188.900024,1020900
12-08-2019,1180,1185.609985,1168.719971,1174.5,1174.5,1103200
13-08-2019,1174.349976,1205.430054,1172.98999,1196.72998,1196.72998,1421700
14-08-2019,1176.069946,1182.790039,1161.069946,1164.25,1164.25,1771500
15-08-2019,1168.430054,1176.420044,1163,1169.319946,1169.319946,1425300
16-08-2019,1180.790039,1183.839966,1173,1179.209961,1179.209961,1245800
19-08-2019,1191.829956,1209.390015,1190.400024,1200.439941,1200.439941,1222500
20-08-2019,1195.349976,1198,1183.050049,1183.530029,1183.530029,1010300
21-08-2019,1195.819946,1200.560059,1187.920044,1191.579956,1191.579956,707600
22-08-2019,1193.800049,1198.780029,1178.910034,1191.52002,1191.52002,867600
23-08-2019,1185.170044,1195.670044,1150,1153.579956,1153.579956,1812700
26-08-2019,1159.449951,1171.859985,1154.849976,1171.180054,1171.180054,1058300
27-08-2019,1183,1185,1164.560059,1170.819946,1170.819946,1173000
28-08-2019,1164.869995,1178.5,1160.25,1173.75,1173.75,840500
29-08-2019,1186.420044,1199.189941,1185.280029,1194.23999,1194.23999,981800
30-08-2019,1200.349976,1200.349976,1185.719971,1190.530029,1190.530029,903200
03-09-2019,1181.849976,1189.079956,1163.709961,1169.550049,1169.550049,1295400
04-09-2019,1179.449951,1184.880005,1171.530029,1182.27002,1182.27002,1065600
05-09-2019,1193.660034,1214,1192.689941,1212.189941,1212.189941,1319700
06-09-2019,1209.140015,1212.949951,1203.26001,1206.319946,1206.319946,948600
09-09-2019,1207.079956,1220.550049,1193.170044,1205.27002,1205.27002,1592700
10-09-2019,1196.089966,1210,1196.01001,1205.699951,1205.699951,1396100
11-09-2019,1203.890015,1222.469971,1202.280029,1220,1220,1176100
12-09-2019,1223.469971,1242.420044,1222.560059,1234.969971,1234.969971,1582200
13-09-2019,1232.109985,1241.050049,1227.079956,1240.030029,1240.030029,1183800
16-09-2019,1230.439941,1239.02002,1225.189941,1231.630005,1231.630005,1410900
17-09-2019,1231.630005,1235,1223.349976,1229.880005,1229.880005,1040300
18-09-2019,1230.23999,1236.23999,1216.469971,1232.650024,1232.650024,872000
19-09-2019,1232.319946,1244.339966,1232.310059,1238.75,1238.75,827700
20-09-2019,1233.640015,1242.800049,1223.579956,1229.839966,1229.839966,1884600
23-09-2019,1226.569946,1239.680054,1223.780029,1234.689941,1234.689941,1039900
24-09-2019,1240,1247.109985,1210.640015,1218.329956,1218.329956,1790200
25-09-2019,1216.01001,1248.02002,1209.199951,1245.939941,1245.939941,1339900
26-09-2019,1242.140015,1244.670044,1231.819946,1242.290039,1242.290039,1158300
27-09-2019,1242.829956,1244.98999,1215.199951,1225.949951,1225.949951,1706100
30-09-2019,1220.599976,1227.410034,1213.420044,1221.140015,1221.140015,1223500
01-10-2019,1222.48999,1232.859985,1205.550049,1206,1206,1225200
02-10-2019,1196.5,1198.76001,1172.630005,1177.920044,1177.920044,1651500
03-10-2019,1183.339966,1191,1163.140015,1189.430054,1189.430054,1418400
04-10-2019,1194.290039,1212.459961,1190.969971,1210.959961,1210.959961,1214100
07-10-2019,1207,1218.910034,1204.359985,1208.25,1208.25,852000
08-10-2019,1198.77002,1206.869995,1189.47998,1190.130005,1190.130005,1004300
09-10-2019,1201.329956,1208.459961,1198.119995,1202.400024,1202.400024,797400
10-10-2019,1198.599976,1215.619995,1197.859985,1209.469971,1209.469971,642100
11-10-2019,1224.030029,1228.75,1213.640015,1215.709961,1215.709961,1116500
14-10-2019,1213.890015,1225.880005,1211.880005,1217.77002,1217.77002,664800
15-10-2019,1221.5,1247.130005,1220.920044,1242.23999,1242.23999,1379200
16-10-2019,1241.810059,1254.189941,1238.530029,1243,1243,1149300
17-10-2019,1251.400024,1263.75,1249.869995,1252.800049,1252.800049,1047900
18-10-2019,1254.689941,1258.109985,1240.140015,1244.410034,1244.410034,1581200
21-10-2019,1248.699951,1253.51001,1239.98999,1244.280029,1244.280029,904700
22-10-2019,1244.47998,1248.72998,1239.849976,1241.199951,1241.199951,1143100
23-10-2019,1240.209961,1258.040039,1240.209961,1257.630005,1257.630005,1064100
24-10-2019,1259.109985,1262.900024,1252.349976,1259.109985,1259.109985,1011200
25-10-2019,1252,1268,1249.150024,1264.300049,1264.300049,1355200
28-10-2019,1275,1299.23999,1272.310059,1288.97998,1288.97998,3271400
29-10-2019,1276,1280.800049,1255.609985,1260.660034,1260.660034,2632700
30-10-2019,1255.150024,1268.02002,1250.650024,1260.699951,1260.699951,1460200
31-10-2019,1260,1266.52002,1249.47998,1258.800049,1258.800049,1595000
01-11-2019,1265.800049,1273,1259.709961,1272.25,1272.25,1440600
04-11-2019,1276.109985,1292.5,1276.109985,1289.609985,1289.609985,1531600
05-11-2019,1291.199951,1297.23999,1289.380005,1291.439941,1291.439941,1257100
06-11-2019,1290.089966,1292.98999,1282.27002,1291.01001,1291.01001,1231300
07-11-2019,1294.280029,1322.650024,1293.75,1306.939941,1306.939941,2257000
08-11-2019,1301.52002,1317.109985,1301.52002,1309,1309,1519600
11-11-2019,1304,1304.900024,1295.869995,1298.280029,1298.280029,861700
12-11-2019,1298.569946,1309.349976,1294.23999,1297.209961,1297.209961,1442600
13-11-2019,1293.180054,1302.52002,1292.150024,1296.180054,1296.180054,1026900
14-11-2019,1295,1315.719971,1293.939941,1309.150024,1309.150024,1447400
15-11-2019,1315.050049,1333.540039,1311.890015,1333.540039,1333.540039,1964300
18-11-2019,1332.339966,1333.920044,1316.160034,1319.839966,1319.839966,1399200
19-11-2019,1326.630005,1326.630005,1311.77002,1312.589966,1312.589966,1093200
20-11-2019,1311.359985,1313.209961,1289.209961,1301.859985,1301.859985,1444600
21-11-2019,1299.25,1311.119995,1290.75,1300.140015,1300.140015,1277100
22-11-2019,1303,1306.900024,1289.359985,1293.670044,1293.670044,1388800
25-11-2019,1296.26001,1310.410034,1295.609985,1305.640015,1305.640015,1179500
26-11-2019,1309.910034,1314.01001,1304.040039,1313,1313,1095500
27-11-2019,1315.420044,1317.640015,1309.469971,1312.130005,1312.130005,940400
29-11-2019,1306.599976,1309.949951,1303.22998,1304.089966,1304.089966,640100
02-12-2019,1302.560059,1305.439941,1280.380005,1288.859985,1288.859985,1326900
03-12-2019,1278.660034,1297.22998,1277.050049,1294.73999,1294.73999,1263500
04-12-2019,1306.099976,1324.27002,1303.050049,1318.939941,1318.939941,1775300
05-12-2019,1327,1327.97998,1314.319946,1326.959961,1326.959961,1220400
06-12-2019,1332.75,1342.469971,1331.22998,1339.390015,1339.390015,1648400
09-12-2019,1338.859985,1357.550049,1336.069946,1342.98999,1342.98999,1542100
10-12-2019,1339.939941,1348,1334,1342.890015,1342.890015,880300
11-12-2019,1348.300049,1349.890015,1341.099976,1344.25,1344.25,1024000
12-12-2019,1343.209961,1354.579956,1338.199951,1348.48999,1348.48999,1455700
13-12-2019,1347.900024,1351.349976,1341.660034,1346.869995,1346.869995,1658500
16-12-2019,1355,1363.530029,1350.609985,1360.699951,1360.699951,1406400
17-12-2019,1362.410034,1364.329956,1350.77002,1354.890015,1354.890015,1647400
18-12-2019,1357,1359.430054,1350.459961,1351.910034,1351.910034,1166500
19-12-2019,1351.910034,1357.530029,1348.75,1356.439941,1356.439941,1446100
20-12-2019,1363.099976,1364,1350.72998,1351.219971,1351.219971,2504500
23-12-2019,1358.72998,1361.849976,1348,1350.630005,1350.630005,996800
24-12-2019,1350.209961,1352.01001,1344.170044,1344.430054,1344.430054,673400
26-12-2019,1346.550049,1363.199951,1345.51001,1362.469971,1362.469971,1183100
27-12-2019,1364,1367.050049,1353,1354.640015,1354.640015,1160600
30-12-2019,1356.810059,1357,1337.839966,1339.709961,1339.709961,999700
31-12-2019,1335.790039,1340.660034,1332.130005,1339.390015,1339.390015,975700
02-01-2020,1348.410034,1368.680054,1346.48999,1368.680054,1368.680054,1363900
03-01-2020,1348,1373.75,1347.319946,1361.52002,1361.52002,1170400
06-01-2020,1351.630005,1398.319946,1351,1397.810059,1397.810059,2338400
07-01-2020,1400.459961,1403.5,1391.560059,1395.109985,1395.109985,1716500
08-01-2020,1394.819946,1411.849976,1392.630005,1405.040039,1405.040039,1765700
09-01-2020,1421.930054,1428.680054,1410.209961,1419.790039,1419.790039,1660000
10-01-2020,1429.469971,1434.939941,1419.599976,1428.959961,1428.959961,1312900
13-01-2020,1435.25,1441.47998,1425.369995,1440.030029,1440.030029,1536500
14-01-2020,1440,1442.630005,1427.77002,1430.589966,1430.589966,1303800
15-01-2020,1433.02002,1440.780029,1431.660034,1439.199951,1439.199951,1077500
16-01-2020,1445.449951,1450.699951,1440,1450.160034,1450.160034,1304000
17-01-2020,1462.540039,1480.550049,1456.550049,1479.52002,1479.52002,2621200
21-01-2020,1479,1489.880005,1470.209961,1482.25,1482.25,2446500
22-01-2020,1489.72998,1500.579956,1482.660034,1483.869995,1483.869995,1422900
23-01-2020,1487.550049,1493.5,1480.319946,1484.689941,1484.689941,1332500
24-01-2020,1492.819946,1494.199951,1463.180054,1466.170044,1466.170044,1489300
27-01-2020,1431.540039,1436.579956,1419.5,1431.72998,1431.72998,1706600
28-01-2020,1441.73999,1454.800049,1430.359985,1450.5,1450.5,1486200
29-01-2020,1458.459961,1464.140015,1445.390015,1456.699951,1456.699951,1078300
30-01-2020,1438.099976,1455.25,1435,1454.25,1454.25,1355500
31-01-2020,1467.859985,1469.670044,1427.060059,1432.780029,1432.780029,2191100
03-02-2020,1461.650024,1486.300049,1456.609985,1482.599976,1482.599976,3608800
04-02-2020,1454.48999,1467.339966,1422.030029,1445.410034,1445.410034,4794000
05-02-2020,1463.609985,1464.579956,1429.680054,1446.050049,1446.050049,1818800
06-02-2020,1451.97998,1481.560059,1450.47998,1475.969971,1475.969971,1891100
07-02-2020,1467.390015,1485.25,1465.410034,1479.109985,1479.109985,1418000
10-02-2020,1477.22998,1508.880005,1475.199951,1508.660034,1508.660034,1915100
11-02-2020,1513.27002,1529.880005,1505.449951,1510.060059,1510.060059,1742600
12-02-2020,1515.859985,1520.300049,1508.670044,1518.630005,1518.630005,1552100
13-02-2020,1510,1525.949951,1504,1513.390015,1513.390015,1145700
14-02-2020,1514.530029,1520.050049,1505.550049,1518.72998,1518.72998,1159900
18-02-2020,1514.339966,1530.560059,1511.01001,1519.439941,1519.439941,1282100
19-02-2020,1527.199951,1530.73999,1520.97998,1524.869995,1524.869995,1137300
20-02-2020,1519.01001,1527.069946,1504.26001,1516.98999,1516.98999,1298100
21-02-2020,1504.579956,1510.949951,1478.48999,1483.459961,1483.459961,2126000
24-02-2020,1423.050049,1436.380005,1406.790039,1419.859985,1419.859985,2478000
25-02-2020,1431,1436.849976,1380.420044,1386.319946,1386.319946,2579000
26-02-2020,1394.97998,1413.670044,1376.550049,1390.469971,1390.469971,2488800
27-02-2020,1359.140015,1369.400024,1314.23999,1314.949951,1314.949951,3114500
28-02-2020,1274.310059,1342.449951,1268.209961,1339.25,1339.25,4010900
02-03-2020,1351.390015,1387.469971,1325.199951,1386.319946,1386.319946,2771500
03-03-2020,1397.680054,1408.189941,1329.23999,1337.719971,1337.719971,2830100
04-03-2020,1358.959961,1382.780029,1337,1381.599976,1381.599976,2379900
05-03-2020,1345.550049,1353.630005,1301.640015,1314.76001,1314.76001,2719000
06-03-2020,1269.949951,1302.75,1257.209961,1295.73999,1295.73999,3232000
09-03-2020,1204.959961,1252.72998,1198.040039,1215.790039,1215.790039,3462600
10-03-2020,1254.390015,1275.849976,1214.51001,1275.170044,1275.170044,2743600
11-03-2020,1248.27002,1256.930054,1191.140015,1210.900024,1210.900024,2736600
12-03-2020,1122.619995,1188.75,1108.469971,1111.550049,1111.550049,4716300
13-03-2020,1174.98999,1214.400024,1112.290039,1214.27002,1214.27002,3970000
16-03-2020,1089.609985,1145.469971,1067.079956,1073,1073,4826000
17-03-2020,1090.640015,1126,1049.099976,1118.060059,1118.060059,4159700
18-03-2020,1059.939941,1104.98999,1037,1091.189941,1091.189941,4652200
19-03-2020,1088.219971,1152.609985,1055.550049,1111.670044,1111.670044,3703200
20-03-2020,1130.900024,1138.47998,1062.099976,1068.209961,1068.209961,4143900
23-03-2020,1056.369995,1066.910034,1008.869995,1054.130005,1054.130005,4183600
24-03-2020,1103.97998,1133.329956,1086.430054,1130.01001,1130.01001,3623400
25-03-2020,1124.579956,1146.170044,1083.01001,1101.619995,1101.619995,4516200
26-03-2020,1114.719971,1171.47998,1092.030029,1162.920044,1162.920044,3828100
27-03-2020,1127.469971,1151.050049,1104,1110.26001,1110.26001,3139700
30-03-2020,1132.640015,1151,1098.48999,1146.310059,1146.310059,2936800
31-03-2020,1148.72998,1173.400024,1136.719971,1161.949951,1161.949951,3261400
01-04-2020,1124,1129.420044,1093.48999,1102.099976,1102.099976,2597100
